question,answer
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","שלום לך, לאף אחד אין יותר מדי סוגיות לטפל בייעוץ. לאחר שתתחיל לייעץ, המטפל שלך יעזור לך לזהות אילו סוגיות להתחיל לעבוד קודם ואילו גורמות לך הכי הרבה מצוקה. ברגע שאתה והמטפל שלך מעדיפים עדיפות לדאגות שלך, אתה יכול להתחיל לטפל בכל דאגה, החל מזה שגורם לך המצוקה הכי הרבה עבורך."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?",זה נשמע שאתה מרגיש די מוצף. אבל אתה גם ניצול ויש לך תועלת של נישואים ארוכים ויציבים. אין לך יותר מדי סוגיות לטפל בייעוץ. מטפל טוב יעזור לך לחלק את היעדים שלך ליעדים קטנים יותר ולהתמקד במה שהכי דחוף עבורך לטפל תחילה בטיפול.
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","שלום! יתכן ששמעת את האמרה כי ייעוץ הוא כמו לקלף את שכבות הבצל. בין אם אדם בא לטיפול עם סוגיות רבות על ליבם ובנפשו ובין אם הוא/היא בא עם משהו ספציפי, נושא אחד מוביל לאחר. אנא אל תרגיש כאילו יש לך יותר מדי בעיות. אתה חשוב וראוי. בצד החיצוני, אתה ניצול סרטן שד ונישואין נפלאים! פנה לעזרה שמגיעה לך."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","אין לך יותר מדי סוגיות לטפל בייעוץ.  וההתמדה שלך תשמש אותך היטב אם תבחר לעסוק בטיפול.  האירוע הטראומה והאירוע הרפואי שחוויתם שעמדו על לילות כרוניים ללא שינה יובילו לתחושות של דיכאון עבור רבים.  התגובה הרגשית שהייתם לחוויות אלה נשמעת נורמלית, אם כי בעייתית, והייתי מדמיין גם כואב מאוד לפעמים.  טיפול יכול לעזור בתעדוף מה הנושא המשפיע ביותר שאתה מתמודד איתו.  אני מוצא בטיפול שכאשר הנושא המרכזי מתגלה, מובן, מעובד ומובן שוב בהקשר הנוכחי שלו, תחומים רבים אחרים מהניסיון הפנימי של האדם משתפרים.  זה נשמע כאילו משהו מנע ממך לחפש עזרה מיועץ בעבר, וזה נשמע כאילו אתה שוקל את זה יותר ברצינות עכשיו.  הטיפול עוזר וזה יכול לעזור לך כשאתה מוכן."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","תודה ששיתפת את ההיסטוריה שלך. אין לך יותר מדי סוגיות לטפל בייעוץ. זה יעזור לתעדף את מה שתרצה לעבוד תחילה בטיפול. המטפל שלך ייצר איתך תוכנית טיפול, שתמיד ניתן לשנות אותה בזמן העבודה יחד. טיפול הוא תהליך בעבודה לקראת חייך הטובים ביותר, ומגיע לך."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","כְּלָל לֹא! לא משנה מה הנושאים שיש לך תוכל להביא לחדר הטיפול. זכור כי הטיפול נוגע אליך, לא על המטפל שלך. אתה מביא כל מה שאתה צריך כדי להביא לשולחן. קחו בחשבון שהנושאים הללו קשורים ככל הנראה. זכור שאתה ישות הוליסטית, יותר מסתם סכום החלקים. בדיוק כמו כל מערכת, כשאתה מעביר משהו בתחום אחד, הדברים מתחילים להשתנות גם באזורים אחרים. שוחח עם המטפל שלך כדי להכריע ביעדים לייעוץ ולבסס סדרי עדיפויות, ותיהנה מהנסיעה! צומח, פורח ולבסוף לשחרר את מה שכואב יכול להיות תהליך יפה ומרגש."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","בהחלט אין לך ""יותר מדי סוגיות"" לייעוץ. אתה פונה לשאול שאלה זו מראה שיש לך רוח גמישה. כמו כן, הנישואים המאושרים שלך יכולים להיות תמיכה וכוח עבורך כשאתה יוצא למסע ייעוץ. אני ממליץ לך למצוא יועץ המתמחה בטראומה, טראומה מינית ו/או EMDR (סוג של טיפול שמוכח כי יש לו השפעה חזקה על הריפוי מטראומה). בהצלחה!"
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","אני לא חושב שיש לך יותר מדי סוגיות לייעוץ.  אם לקוח יגיע אלי לעזרה באותם סוגיות שרשמת כאן הייתי רוצה תחילה שהם ייפגשו עם הרופא שלהם כדי לקבל פיזית כדי לשלול כל סיבות ביולוגיות לדיכאון, חרדה ונדודי שינה שלך.  הייתי עובד איתך על ההחלטה אילו מהנושאים הללו להתמודד קודם.  בדרך כלל אני מציע להתחיל עם הנושא הכי קל.  קריאה של הסימפטומים שלך אני עלולה לבחור בחרדה מלכתחילה מכיוון שאתה נמצא בשלבים המוקדמים של זה.  אני אוהב לתת למיומנויות של הלקוח שלי שהם יכולים להשתמש מייד, כך שאתמקד בללמד אותך תרגילי נשימה לניהול החרדה כמו גם ארגון מחדש קוגניטיבי כך שכאשר מחשבה חרדה צצה אתה יכול לדבר בעצמך באמצעות זה.  ברגע שהרגשת שיש לך שליטה מסוימת על החרדה, אתחיל לעבוד על כמה מהדאגות האחרות שלך, אבל הייתי מחפש את התשומות שלך לגבי מה שאתה מרגיש עשוי להיות טוב לעבוד על הבא.  הבטן שלי היא שחלק מהנושאים הללו ייפתרו בזמן שעבדת על אחרים.  לדוגמה, כשעבדת על החרדה שלך והתחלת לעבד את הטראומה שלך וכשחלת לעבוד על טיפול עצמי ולהשיג יותר שינה - ההערכה העצמית שלך כנראה תשתפר.  אני ממליץ לך להיפגש עם מטפל ולשאול אותם כיצד הם עשויים לעזור לך.  אלה רק כמה מחשבות שהגיעו אליי כיצד אוכל לעזור למישהו עם אותם תסמינים או דומים."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","האופן שבו זה הולך הוא שכל הבעיות שלך מחוברות. ברגע שתעבוד בנושא אחד ישפיע לטובה על כל התחומים. לאט לאט מטופלים כל בעיה ולמעשה פחות יש לטפל בבעיות ישירות מכיוון שפתרון אחד מסייע לבריאות הכללית שלך. אז לא, אין לך יותר מדי סוגיות. אל תוותרו. קבל עזרה עכשיו ותראה כיצד חייך יכולים להשתנות לטובה."
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","אני חושב שזו שאלה נפוצה מאוד שאנשים שמעולם לא היו לייעוץ לפני כן.  יש הרבה חרדה לייעוץ לראשונה.  זה נורמלי.  בתשובה לשאלתך, התשובה היא לא מוחלט!  דבר חשוב לזכור בקבלת ייעוץ הוא שמדובר בצעד ראשון אמיץ לעבר תקווה וריפוי.  קבלת עזרה זה כמו אימונים לרוץ מרתון, זה לא ספרינט.  שיתפת הרבה סוגיות שאתה מתמודד איתן מהעבר שלך, שכעת משפיעות לרעה על ההווה שלך, אבל אני מאמין שבאמצעות קבלת סוג ותמיכה מהסוג הנכון, אף אחד מהם לא יכול להתגבר על כך.  חלק מהתהליך הטיפולי הוא הגדרת ותעדוף יעדי טיפול.  בשיתוף פעולה איתך, כלקוח, מטפל נמצא שם כדי לעזור לך בתהליך זה בקביעת מה תרצה לעבוד קודם.  אי קבלת ייעוץ, בהתבסס על ההיסטוריה ששיתפת, יש פוטנציאל לסכן אותך יותר לבעיות בריאות נפשיות ופיזיות.  אתה כבר רואה שזה קורה כשאתה מתחיל לחוות תסמינים חדשים, כלומר החרדה שלך.  בטיפול, תקבל הבנה ותובנה, כמו גם ללמוד מיומנויות ואסטרטגיות לניהול הסימפטומים שאתה חווה. למסקנה, הייתי ממליץ לך לפנות ליועץ מורשה שיש לו ניסיון בטיפול בטראומה, צער/אובדן יתייחס לבושה.  אלה שלושה תחומים שמצאתי שמגיעים לסוגיות הליבה התורמות לדיכאון ולחרדה שלך.   אני מאמין שאתה יכול לקבל את העזרה הדרושה לך כדי למצוא תקווה וריפוי.  בהצלחה לך!"
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","שלום, אני כל כך שמחה שהחלטת לעשות את הצעד הראשון בפתיחת שיחה קודם. ההחלטה ללכת לטיפול יכולה לפעמים להיות קשה עבור חלקם, אך עם המטפל הנכון, ריפוי אפשרי וניתן להשיג, אפילו עם מה שתיארת. כדי לענות על שאלתך, לא אין לך יותר מדי סוגיות ללכת לייעוץ.  עברת הרבה והיית חזק ולעיתים מועיל שיהיה מישהו אחר שיעזור לך לעבור את זה. מה שהייתי אומר זה להיות בטוח ולמצוא מטפל המנוסה בהתעללות מינית וטראומה בסך הכל. אבל בהחלט אין לך יותר מדי סוגיות לייעוץ. אנא אל תהסס לשאול את כל השאלות האחרות שיש לך לגבי מצבך ואני מקווה שתמצא את המטפל שאתה מחפש, יש הרבה גדולים שם בחוץ. רבים מהנושאים שאתה חווה עשויים להיות קשורים זה לזה מהטראומה. איחולים. לורה קאסיטי, LMSW, LMAC"
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","בכלל לא יקירתי. בני אדם הם יצורים מורכבים, ולדעתי הנושאים שלנו מחוברים באינטרנט מאוד ניואנס בין רמות ההוויה שלנו (למשל נפש, גוף ורוח). כל מה שאתה מעלה משפיע על שלושתם. הדבר היפה באמת בגוף האדם הוא שכשאתה מתחיל לעבוד על אחד, האחרים משתפרים גם כן! הייתי ממליץ לך לחפש יועץ שהסגנון והגישה שלו מדברים אליך ולהתחיל עם כל הנושא שמרגיש הכי דחוף לך ו מטפל מיומן יזרום איתך בקצב שלך ויגיש המלצות לאנשי מקצוע אחרים (למשל, רופאים, מתרגלים הוליסטיים, מומחי EMDR לטראומה וכו ') לפי הצורך כדי להשלים את עבודת הפסיכותרפיה שאתה עושה איתו או אותה כדי לעזור לך למצוא הריפוי הכולל שאתה מחפש. אני מאחל לך בברכה במסע שלך!"
"יש לי כל כך הרבה סוגיות לטפל בהן. יש לי היסטוריה של התעללות מינית, אני ניצול סרטן שד ואני נדודי שינה לכל החיים.    יש לי היסטוריה ארוכה של דיכאון ואני מתחיל להיות חרדה. יש לי הערכה עצמית נמוכה אבל הייתי נשואה באושר כמעט 35 שנה.
   מעולם לא היה לי ייעוץ לגבי כל זה. האם יש לי יותר מדי סוגיות לטפל בייעוץ?","לכל אחד יש נושאים לדון בהם כאשר הם מתחילים לטיפול.   אין מספר נכון של נושאים. לפעמים אנשים הולכים לטיפול בתחום ספציפי אחד בחייהם.   לא לכולם יש את הזמן או העניין להשתמש בטיפול בדיוק כשנושא משמעותי מתעורר בחיים שלהם. מאז שאתה אדם אחד, לא משנה כמה נושאים או מעטים תרצה לטפל בטיפול, כל הנושאים מתייחסים אליך. ככל הנראה התוצאה של הטיפול שלך תהיה טרנספורמטיבית יותר מאשר אם דיברת רק בנושא אחד.  מזל שיש לך, להיות על סף הסליקה ופתרון פגיעויות רבות בבת אחת.   אתה תרגיש חדש לגמרי עד שתסיים את עבודת הטיפול שלך!"
"אובחנתי כחרדה ודיכאון כללי על ידי רופא משפחתי. הם כתבו לי מרשם שיהיה לי כלב תמיכה רגשי, יש לי את עבודת הנייר, ונתתי אותו למנהל הדירות שלי. הם אמרו שאני לא יכול לשמור על ה- ESD כי אני לא נכה. מה אתה מציע לי לעשות?","זה יכול להיות מצב קשה.  בדרך כלל, רק בעלי חיים המוכשרים באופן ספציפי לביצוע משימה ספציפית מוגנים כחוק כאל אנימציות שירות. אף על פי שזה יכול להועיל מאוד, בעלי חיים רגשיים אינם מוגנים בדרך כלל באותה צורה. יתכן שלא תוכל לגרום לבעל הבית שלך להכיל אותך. במידת האפשר, ייתכן שתרצה לשקול כעל ניכר אחר שהוא יותר ידידותי לבעלי חיים."
"אובחנתי כחרדה ודיכאון כללי על ידי רופא משפחתי. הם כתבו לי מרשם שיהיה לי כלב תמיכה רגשי, יש לי את עבודת הנייר, ונתתי אותו למנהל הדירות שלי. הם אמרו שאני לא יכול לשמור על ה- ESD כי אני לא נכה. מה אתה מציע לי לעשות?","מנהל הדירות שלך נדרש כחוק על פי החוק הפדרלי כדי לאפשר ל- ESA לגור איתך אם סיפקת תיעוד ממטפל מורשה.  לא משנה אם יש להם מדיניות ללא PET אם עמדת בכישורים אלה. אינך זקוק לחיית שירות מיומן וגם אתה לא זקוק למוגבלות לחיה תומכת רגשית.  חוק הדיור ההוגן (שיש לו סמכות שיפוט פדרלית) מאפשר לך להחזיק ESA אם עמדת בקריטריונים הנכונים, וזה נשמע כמוך.  אולי מנהל הדירות שלך זקוק למכתב של מטפל במקום רופא?  להלן האתר למידע נוסף על זה וצעדים לנקוט: https://esadoctors.com/landlord-emotional-support-animal/maybe הרופא שלך אמין ויכול לעזור לך להמשיך להילחם בעצמך.  באתר לעיל, הוא מזכיר שאם תספק את התיעוד הנדרש ומנהל הדירות שלך ממשיך להכחיש אותך, אתה יכול להגיש תלונה עם HUD (מחלקת הדיור האמריקאית ופיתוח עירוני). אני חוזר על חלק מאותם תוכן מאמר כאן, אבל אני מאמין שאנשים רבים במצב זה מרגישים בלחץ לשתף מידע אישי על הסימפטומים והנסיבות שלהם, מעבר למה שנדרש כחוק ל- ESA.  לעולם לא תצטרך לשתף מידע כלשהו מלבד המסמכים שהמטפל שלך מספק לך. אני חושב שזה מדהים שאתה מנסה לעמוד בעצמך ואני מאחל לך כל טוב!"
"אובחנתי כחרדה ודיכאון כללי על ידי רופא משפחתי. הם כתבו לי מרשם שיהיה לי כלב תמיכה רגשי, יש לי את עבודת הנייר, ונתתי אותו למנהל הדירות שלי. הם אמרו שאני לא יכול לשמור על ה- ESD כי אני לא נכה. מה אתה מציע לי לעשות?","נכון לעכשיו, איגוד הנכות האמריקני (ADA) מאפשר רק הגנה ואשמה עבור חיות שירות, הנמצאות תחת הבחנה נפרדת מבעלי חיים תמיכה רגשית. בעלי חיים תמיכה רגשית הם בעלי חיים לא מאומנים (בדרך כלל חיות מחמד או בעלי חיים ביתיים אחרים) המספקים שירותים נפלאים לבעליהן, ויש יתרונות רבים שיש להם חיות שירות. המאומנים לספק שירותים ספציפיים לאדם עם מגבלות הגורמות להם ליפול תחת מה שה- ADA מגדירה כ""נכים ""מוגנים על פי חוקים ספציפיים, ויש להכיל אותם במקומות ציבוריים שבהם האדם שהם משרתים נמצא. אמנם יתכן ומועיל לבקש מהמטפל ש""קבע ""את הכלב שתכתוב מכתב למנהל הדירות, אך נשמע שהמנהל מודע להנחיות ADA, ודרך הפעולה הפשוטה ביותר עשויה למצוא מגורים אלטרנטיביים , אם זו אפשרות מתקבלת על הדעת."
"אובחנתי כחרדה ודיכאון כללי על ידי רופא משפחתי. הם כתבו לי מרשם שיהיה לי כלב תמיכה רגשי, יש לי את עבודת הנייר, ונתתי אותו למנהל הדירות שלי. הם אמרו שאני לא יכול לשמור על ה- ESD כי אני לא נכה. מה אתה מציע לי לעשות?","מסכים עם עמדתו של מנהל הדירות כי מוגבלותך אינה מגבלה פיזית. תשאל את המנהל אם הם היו מקבלים מכתב הסבר ממטפל המורשה לאבחן מוגבלות רגשית. אם התשובה היא כן, מצא מטפל שמוכן לשתף פעולה עם מה שאתה צריך מהם ולברר את תנאי המטפל הספציפי הזה לעבוד איתך כדי לחבר מכתב כזה. אם המנהל אומר לך ""לא"", אז גלה מי הוא מעל לאדם או ישות זו ומצא כיצד להציג רשמית את בקשתך לדירקטוריון או בעל הדירה, או מי שהוא באמת הבעלים החוקי של הבניין."
"אובחנתי כחרדה ודיכאון כללי על ידי רופא משפחתי. הם כתבו לי מרשם שיהיה לי כלב תמיכה רגשי, יש לי את עבודת הנייר, ונתתי אותו למנהל הדירות שלי. הם אמרו שאני לא יכול לשמור על ה- ESD כי אני לא נכה. מה אתה מציע לי לעשות?","זה מסובך מכיוון שיש סוגים שונים של כלבי תמיכה רגשית. אלה שמאומנים רשמית עוברים למעשה חודשים של אימונים ואז משויכים למישהו שעבורו הם מבצעים משימות ספציפיות. אתה עשוי להפיק תועלת מהסתכלות על הבלוג שנכתב על ידי ולרי פארוט, שיש לו כלב תמיכה רגשי בגלל חרדה קשה ופאניקה קשה ו אני אזהיר אותך שהבלוג שלה מאוד בוטה, אבל היא כנה והיא עברה את התהליך הזה: https://thedogintheroom.wordpress.com/2016/06/20/what-makes-a-service-dog/# יותר -508"
אמי לוחמת איתי כשאני אומרת שאני לא רוצה לדבר איתה על הדיכאון שלי.    היא לא תמכה בי בעבר והיא לא מישהו שאני מרגיש בנוח להיפתח אליו. היא כל הזמן מנסה לעורר שיחות בהן היא שואלת אותי שאלות שאני לא רוצה או לא יכולה לענות עליהן. אני אומר לה שאני לא רוצה לדבר והיא מתחילה איתי ויכוחים.    איך אוכל לגרום לה להבין?,"האם אתה גר עם אמא שלך ויש לך אינטראקציה מתמדת איתה?  זו הבחירה שלך עם מי אתה חולק דברים.  אתה יכול לקבוע כמה גבולות ברורים.  היא יכולה לדבר על העניין שאתה מרגיש בנוח או שאתה יכול להפחית, לחסל איתה שיחות.  טענות אלה ככל הנראה אינן טובות לדיכאון שלך.  להלן סרטון בנושא גבולות.  גבולות"
אמי לוחמת איתי כשאני אומרת שאני לא רוצה לדבר איתה על הדיכאון שלי.    היא לא תמכה בי בעבר והיא לא מישהו שאני מרגיש בנוח להיפתח אליו. היא כל הזמן מנסה לעורר שיחות בהן היא שואלת אותי שאלות שאני לא רוצה או לא יכולה לענות עליהן. אני אומר לה שאני לא רוצה לדבר והיא מתחילה איתי ויכוחים.    איך אוכל לגרום לה להבין?,"המצב שלך נשמע מתסכל במיוחד. אתה עושה את הצעד הנכון לקבוע שאתה לא רוצה לדון איתה בדיכאון שלך. אני מניח שאתה יכול לשאול אם היא תרצה לדעת את הסיבה שלך לא לדבר אותה על הדיכאון שלך.  אם אתה מרגיש שהיא יכולה להתמודד עם שיחה סבירה, ואתה רוצה לומר לה את הסיבה האמיתית שלך, אז קבע את זה או להעלות את הנושא בזמן ניטרלי, לא באמצע ויכוח. יש לי אמא לא תמיכה קשה מספיק לְקַבֵּל.  אתה עלול לחוש הצלחה רבה יותר ואפרסק הנפש לעשות מדיטציה על קבלת חוסר ההבנה שלה מאשר להתעסק בוויכוח מתי היא מתחילה זאת."
"יש הרבה אנשים שמוכנים לספק לי באהבה בית. יש לי אוכל, בגדים וחינוך באוניברסיטה, אבל אני אף פעם לא מרגיש שאני שייך. אפילו כשיש לי טוב עם אנשים שאמורים להיות קרובים, אני מרגיש שאני פשוט בחוץ עם חברים ואני אף פעם לא הולך הביתה.",אני באמת מבין מה אתה אומר. רציתי לשתף את הפוסט בבלוג הזה על הדאגה הזו ממש! האם סוף סוף אתה מוכן להיות חופשי 🕊🦅
"יש הרבה אנשים שמוכנים לספק לי באהבה בית. יש לי אוכל, בגדים וחינוך באוניברסיטה, אבל אני אף פעם לא מרגיש שאני שייך. אפילו כשיש לי טוב עם אנשים שאמורים להיות קרובים, אני מרגיש שאני פשוט בחוץ עם חברים ואני אף פעם לא הולך הביתה.","מהקטן שכתבת, הניחוש שלי הוא שלא הבנת היכן ואיך להניח קבוצה משלך של שורשים מצב רפואי שמגביל או מונע ממך לעבוד במשרה מלאה, היית מנחש שהמאמץ והמחשבה הכרוכים בהחלטה באיזה תחום מקצועי ומיקום גיאוגרפי לחפש עבודה, היו מציעים לך דרך לבסס את זהותך? ההצעה היא לשים לב יותר שלך לייקים, לא אהובים ותחומי עניין.   לדעת את האזורים האלה לעומק היה מגדיר את סוג האנשים שאיתם אתה מזהה, יש עניין משותף ואיתו תרצה להתרועע. ככל שתבין מי אתה, הזמן הקל יותר תצטרך למצוא כמו- עם אחרים, והרגישו בבטחה בבית איתם ועם עצמך. אם יש לך מוגבלות או מצב רפואי המונעים תעסוקה או בקלות להתחבר עם אנשים אחרים, אז יהיה צורך לשנות עצה זו עבור חוזקותיך הספציפיות."
"יש הרבה אנשים שמוכנים לספק לי באהבה בית. יש לי אוכל, בגדים וחינוך באוניברסיטה, אבל אני אף פעם לא מרגיש שאני שייך. אפילו כשיש לי טוב עם אנשים שאמורים להיות קרובים, אני מרגיש שאני פשוט בחוץ עם חברים ואני אף פעם לא הולך הביתה.","עבור אנשים מסוימים, תחושת שייכות אורכת זמן. הזכרת שיש לך השכלה וכמה צרכים יומיומיים בסיסיים. אני תוהה אם יתכן שתוכל להסתכל על מערכת היחסים שלך עם עצמך ומה גורם לך להרגיש מאושר, בטוח ובעלי תחושת הישג. אם יש לך את הרגשות האלה, אני תוהה איך אתה מגדיר אמון ומי אתה סומך. אתה אומר שיש לך זמן טוב עם אנשים ""אמורים להיות קרובים"", אז אני תוהה מה מונע מהם להרגיש קרוב. אני גם תוהה אם נפגעת רגשית בעבר, ואם כן, יתכן שיש לך הגנות מגנות שאתה משתמש בו (אולי בכוונה, אולי לא) כדי להגן על עצמך מפני נפגעים שוב. זכור כי רעיון זה מגיע בדרגות בהן אתה יכול להיות מושלם יותר במצבים מסוימים וקצת פחות באחרים. להיות מוגן רגשית זה על ספקטרום או רצף, שם אתה יכול לבצע כמות אינסופית של התאמות או שינויים עם אנשים ומצבים שונים. אני גם תוהה מה אתה רוצה ב""בית ""שלך, ואיך אתה מגדיר אותו. שקול לתת לעצמך אישור לחשוב כיצד היית מגדיר את הבית המושלם שלך בעולם בו לא היו מגבלות מציאותיות (כגון כסף או מיקום). לאחר שיש לך את זה, שקול אילו חלקים מזה אתה יכול להיות. אולי יש חלק קטן שאתה יכול ליצור מציאות תוך שבוע בערך. תודה לך שהושטלת. אם זה ימשיך להיות קשה עבורך, שקול לראות איש מקצוע מקומי לבריאות הנפש, כך שתוכל לדון בכמה פרטים ספציפיים יותר."
חברה שלי פשוט הפסיקה לשתות והיא הפכה לדיכאון ממש. היא אמרה לי שהיא רוצה לזוז. מה אוכל לעשות כדי לעזור לה? אני רוצה שהיא תישאר.,"אתה בטח לא תאהב את התשובה שלי. השאלה שלך אומרת הרבה על מה שאתה רוצה ולא על מה שהיא רוצה או מה יכול להיות הכי טוב עבורה. לפעמים, מה שהכי טוב לאדם זה הדבר הכי קשה לעשות, ועשוי להיות הפוך לחלוטין ממה שאתה רוצה. תמורים לא קורים בוואקום. אם היה לך ניסיון כלשהו עם מכורים, אז אני בטוח ששמעת את המונח ""מאפשר"". הרבה פעמים, כשאנשים חושבים שהם ""עוזרים"", הם למעשה מאפשרים למכור להמשיך בהתנהגותם ההרסנית העצמית שלהם. יש צורך באהבה קשה וגבולות ברורים בהרבה מצבים, אך במיוחד עם התמכרויות. משפחה וחברים הם לרוב הגורם התורם הגדול ביותר למישהו שבוחר להשתמש/לשתות, ממשיכים לעשות זאת או לחזור אליו שוב. אמרת שהיא לאחרונה הפסיקה. אמרת שהיא מדוכאת. היא רוצה לזוז. כאשר אדם מקבל ייעוץ להתמכרויות, הוא מעודד לבצע שינויים כאלה. הם צריכים לשבור את ההרגל, וזה אומר הסרת אנשים מחייהם לפעמים. זה אומר לעבור למקומות חדשים. יש לזהות ולהסיר כל דבר שעשוי לעורר הישנות. לא רק זה, אלא שהמכור צריך לבצע השתקפות אישית רבה כדי להבין מדוע הם משתמשים/שותים מלכתחילה, ולא רק לשבור את ההתמכרות הגופנית אליו, אלא להתמודד עם כל מה שגורם השורש שהוביל אותם ל השתמש מלכתחילה. יתכן שהיא תזדקק לזמן לבד כדי להבין מי היא כאדם, הגיע הזמן לקבל כמה החלטות לעצמה ולעשות את מה שהיא צריכה לעשות כדי להיות בריא. אל תלחץ עליה להישאר. תנו לה החופש לעשות את מה שהיא צריכה לעשות. אם היא תישאר, ההחלטה צריכה להיות שלה ושלה לבד. זה לא צריך להיעשות בלחץ. זה רק יוביל לטינה. תמכו בה, אך אל תנסו לשנות אותה או לגרום לה לעשות דבר, במיוחד מסיבות אנוכיות. תן לה ללכת. זה נשמע שהיא צריכה קצת זמן להתמקד בעצמה כרגע. זה לא יהיה רעיון רע עבורך לעשות את אותו הדבר."
